Código de Barras,Tipo de Produto,Descrição,Preço de Custo,Preço Venda Varejo,Preço Venda Atacado,Quantidade Mínima Atacado,Unidade,Ativo,Categoria do Produto,Subcategoria do Produto,Movimenta Estoque,Estoque mínimo,Quantidade em Estoque,Marca,Modelo,Código Balança,Código Interno,Tags,Tipo,NCM,CFOP,Origem,CEST,Categoria PDV,Botão PDV,Categoria na Loja Virtual,Subcategoria na Loja Virtual,Nome na Loja Virtual,Preço De,Preço Por,Altura (cm),Largura (cm),Profundidade (cm),Peso (Kg),Descrição do Produto,Garantia,Itens Inclusos,Especificações
7898133135163,Produto,STAFOR C,"13,85",31,0,0,Unidade,Sim,,,Sim,0,0,NATULAB,,,,,Mercadoria para Revenda,30049049,,NACIONAL,1300100,,,,,,0,31,0,0,0,0,,,,
7898495608381,Produto,VITERGYL C 1G,"2,99","8,5",0,0,Unidade,Sim,,,Sim,0,81,CIFARMA,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896112144892,Produto,SULFATO FERROSO C/50 COMP. TEUTO,"6,01","10,6",0,0,Unidade,Sim,,,Sim,0,3,TEUTO,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896112182153,Produto,TEUTO SUPOSITÓRIO DE GLICERINA ADULTO,"0,9","1,8",0,0,Unidade,Sim,,,Sim,0,4,TEUTO,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898100242948,Produto,"GLICEL - 0,831G CX 6 SUP LACTENTE","1,05","1,8",0,0,Unidade,Sim,,,Sim,0,12,BRASTERÁPICA,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7897917004152,Produto,GLICERILAX P/ LACTENTES,"0,9","1,8",0,0,Unidade,Sim,,,Sim,0,0,BELFAR,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896006234524,Produto,TANDRIFLAN 15CPR,"3,43","8,5",0,0,Unidade,Sim,,,Sim,0,20,UNIÃO QUÍMICA,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898133137242,Produto,VALESSONE C/ 20 COMP.,12,"19,8",0,0,Unidade,Sim,,,Sim,0,4,NATULAB,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896523206547,Produto,VALERIMED 50MG 20CP,"8,75",12,0,0,Unidade,Sim,,,Sim,0,5,CIMED,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898277711421,Produto,SAB DE COCO 100G,"4,75","8,5",0,0,Unidade,Sim,,,Sim,0,3,ARTE NATIVA,,,,,Mercadoria para Revenda,34011190,,NACIONAL,1300100,,,,,,0,"8,5",0,0,0,0,,,,
7898277710950,Produto,SAB AROEIRA 100G A NAT,"5,39","3,5",0,0,Unidade,Sim,,,Sim,0,4,ARTE NATIVA,,,,,Mercadoria para Revenda,34011190,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898277711247,Produto,SAB GLICERINA 100G A NAT,"3,38","3,5",0,0,Unidade,Sim,,,Sim,0,6,ARTE NATIVA,,,,,Mercadoria para Revenda,34011190,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7899095202511,Produto,GINO MIZONOL 80G,"9,04","19,9",0,0,Unidade,Sim,,,Sim,0,0,GEOLAB,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7899095203518,Produto,GINO-COLON 1BISN 45GX7APL,"9,1","18,5",0,0,Unidade,Sim,,,Sim,0,1,GEOLAB,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896472516377,Produto,MICOSTALAB 25.000 UI/G 1 BISN + 14 APLI,"7,4","17,8",0,0,Unidade,Sim,,,Sim,0,0,MULTILAB,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896523207629,Produto,ACICLOVIR - 50mg creme bg 10g (ACICLOVIR),"3,96","9,6",0,0,Unidade,Sim,,,Sim,0,4,CIMED,,,,,Mercadoria para Revenda,30039069,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896523222646,Produto,BABYMED MENINO C/3 BISN C/ 45G CADA,11,22,0,0,Unidade,Sim,,,Sim,0,0,CIMED,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896523208985,Produto,BABYMED POM RO 45GR CMD,"4,8","9,6",0,0,Unidade,Sim,,,Sim,0,0,CIMED,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896523223223,Produto,BABYMED POM MENINO 45G,"4,8","9,6",0,0,Unidade,Sim,,,Sim,0,0,CIMED,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896714230078,Produto,BETSONA CREME 30G,"8,25","16,5",0,0,Unidade,Sim,,,Sim,0,0,NEO QUIMICA,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7899095203266,Produto,BETRICORT - CREME BG 30G,"5,99","16,8",0,0,Unidade,Sim,,,Sim,0,7,GEOLAB,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,"16,8",0,0,0,0,,,,
7899095203273,Produto,BETRICORT - POM BG 30G,"7,18","16,8",0,0,Unidade,Sim,,,Sim,0,18,GEOLAB,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,"16,8",0,0,0,0,,,,
7898060131238,Produto,CETOMICOSS CETOCONAZOL 20G -  GLOBO,"4,2","8,5",0,0,Unidade,Sim,,,Sim,0,14,GLOBO,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898168001303,Produto,CETOBETA POM 30 G,"7,98","19,2",0,0,Unidade,Sim,,,Sim,0,0,BUNKER,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898148294596,Produto,ACETATO DE DEXAMETASONA - 1mg/g creme derm bg 10g (ACETATO DE DEXAMETASONA),"1,86","4,5",0,0,Unidade,Sim,,,Sim,0,0,PRATI,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7897917003438,Produto,HEMOPROCT - POM BG 30G,"8,9","17,8",0,0,Unidade,Sim,,,Sim,0,0,BELFAR,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896006212287,Produto,PROCTFIS H 20G,"13,99","31,9",0,0,Unidade,Sim,,,Sim,0,3,UNIÃO QUÍMICA,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,"31,9",0,0,0,0,,,,
7894916502962,Produto,ARTEMIDIS 35 1BLT C21 CPR REV 035MG /2MG,"13,5","18,07",0,0,Unidade,Sim,,,Sim,0,1,EMS,,,,,Mercadoria para Revenda,30043939,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898505091349,Produto,CICLOFEMME C/21 COMP,"4,99","4,5",0,0,Unidade,Sim,,,Sim,0,6,MABRA,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896006234067,Produto,CICLO 21 C/21 COMP U.QUIMICA,"7,46","10,8",0,0,Unidade,Sim,,,Sim,0,-5,UNIÃO QUÍMICA,,,,,Mercadoria para Revenda,30043999,,NACIONAL,1300100,,,,,,0,"10,8",0,0,0,0,,,,
7896714203737,Produto,CONCEPNOR 21COMP,"2,11",5,0,0,Unidade,Sim,,,Sim,0,0,NEO QUIMICA,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7891721015366,Produto,DICLIN 2MG C/21 DRAGEAS,"14,41",20,0,0,Unidade,Sim,,,Sim,0,3,MERCK,,,,,Mercadoria para Revenda,30043939,,NACIONAL,1300100,,,,,,0,20,0,0,0,0,,,,
7891106906944,Produto,"DIANE 35 - 2+0,35MG C/ 21 DRG","21,42","29,6",0,0,Unidade,Sim,,,Sim,0,0,BAYER,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,"29,6",0,0,0,0,,,,
7891045000895,Produto,EVANOR COMPRIMIDOS C/ 21,"5,98","8,27",0,0,Unidade,Sim,,,Sim,0,6,PFIZER,,,,,Mercadoria para Revenda,30066000,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896658002212,Produto,FEMINA - 150+20MCG C/ 21 COMP,"21,91","19,29",0,0,Unidade,Sim,,,Sim,0,3,ACHE,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896112448358,Produto,"LEVEL - 0,10+0,02MG C/ 21 COMP","19,01","19,22",0,0,Unidade,Sim,,,Sim,0,5,BIOLAB,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7894916206419,Produto,MICROPIL C/21 COMP,"16,28","25,67",0,0,Unidade,Sim,,,Sim,0,0,EMS,,,,,Mercadoria para Revenda,30043929,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896212478859,Produto,MICRONOR C/35 COMP,"8,74","11,83",0,0,Unidade,Sim,,,Sim,0,0,JANSSEN,,,,,Mercadoria para Revenda,30066000,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7891106905961,Produto,"MICROVLAR - 0,15+0,03MG CX 21 DRG",7,"9,4",0,0,Unidade,Sim,,,Sim,0,6,BAYER,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,"9,4",0,0,0,0,,,,
7891106905992,Produto,"NEOVLAR - 0,25+0,05MG CX 21 DRG","5,9","8,2",0,0,Unidade,Sim,,,Sim,0,6,BAYER,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,"8,2",0,0,0,0,,,,
7896241274903,Produto,NORESTIN COMPRIMIDO,8,"10,4",0,0,Unidade,Sim,,,Sim,0,3,BIOLAB,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896004714196,Produto,NOCICLIN C/ 21 COMP,"3,27","7,5",0,0,Unidade,Sim,,,Sim,0,5,EMS,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,"7,5",0,0,0,0,,,,
7891045008440,Produto,NORDETTE C/21COMP.,"8,63","8,82",0,0,Unidade,Sim,,,Sim,0,3,WYETH,,,,,Mercadoria para Revenda,30066000,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7891317465650,Produto,"SELENE - 0,035+2MG C/21 COMP","17,17","22,2",0,0,Unidade,Sim,,,Sim,0,1,EUROFARMA,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,"22,2",0,0,0,0,,,,
7891317445126,Produto,TAMISA 30MG C/21 CPR,"15,73","20,34",0,0,Unidade,Sim,,,Sim,0,3,EUROFARMA,,,,,Mercadoria para Revenda,30043939,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7891317177652,Produto,PRIMERA 20 C/21COMP,"15,74","20,34",0,0,Unidade,Sim,,,Sim,0,1,EUROFARMA,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7891317465032,Produto,TÂMISA 20 C/21COMP.,"22,1","21,75",0,0,Unidade,Sim,,,Sim,0,13,EUROFARMA,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896112423294,Produto,TANTIN - 60+15MCG C/ 28 COMP REV,"20,39","19,49",0,0,Unidade,Sim,,,Sim,0,9,BIOLAB,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7891106906043,Produto,TRIQUILAR C/21 COMP.,"8,13","11,8",0,0,Unidade,Sim,,,Sim,0,4,BAYER,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,"11,8",0,0,0,0,,,,
7898216361403,Produto,LABCAINA 50MG POM DERM BG 25G,"4,8","9,6",0,0,Unidade,Sim,,,Sim,0,1,PHARLAB,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896714230207,Produto,NEODEX DEXAMETAZONA CREME NEO QUIMICA,"5,9","11,8",0,0,Unidade,Sim,,,Sim,0,1,NEO QUIMICA,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896006208358,Produto,FENAREN GEL 60G,"4,9","10,8",0,0,Unidade,Sim,,,Sim,0,1,UNIÃO QUÍMICA,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896714221083,Produto,NEOCOFLAN AEROSSOL,"10,23","21,7",0,0,Unidade,Sim,,,Sim,0,1,NEO QUIMICA,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,"21,7",0,0,0,0,,,,
7896714227290,Produto,NEOCOFLAN GEL 30G,4,"6,5",0,0,Unidade,Sim,,,Sim,0,1,NEO QUIMICA,,,,,Mercadoria para Revenda,30049049,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896714224510,Produto,NEOPANTOL - 50MG POM BG 30G,"4,25","8,5",0,0,Unidade,Sim,,,Sim,0,0,NEO QUIMICA,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896714226033,Produto,HISTAMIN - 10MG CREME BG 30G,"7,04","8,7",0,0,Unidade,Sim,,,Sim,0,0,NEO QUIMICA,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896714230504,Produto,MASSAGEOL POMADA 30G,"5,18","9,5",0,0,Unidade,Sim,,,Sim,0,0,NEO QUIMICA,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7899095202108,Produto,NITRATO DE MICONAZOL 28 G GEOLAB,"4,24","9,6",0,0,Unidade,Sim,,,Sim,0,3,GEOLAB,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896714230054,Produto,MASSAGEOL POMADA 15G,"4,12","5,5",0,0,Unidade,Sim,,,Sim,0,25,NEO QUIMICA,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898148291533,Produto,SULFATO DE NEOMICINA BACITRACINA ZÍNCICA 15G,"2,99","6,6",0,0,Unidade,Sim,,,Sim,0,4,PRATI,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898148295340,Produto,NITRATO DE MICONAZOL CREME  PRATI,"4,82","8,5",0,0,Unidade,Sim,,,Sim,0,0,PRATI,,,,,Mercadoria para Revenda,30049066,,NACIONAL,1300100,,,,,NITRATO DE MICONAZOL CREME  PRATI,0,0,0,0,0,0,,,,
7896714219325,Produto,NEO CLOTRIMAZYL - 10MG CREME BG 50G,"6,75","13,5",0,0,Unidade,Sim,,,Sim,0,1,NEO QUIMICA,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7897917001342,Produto,PROMERGAN CREME 30G,"5,4","10,8",0,0,Unidade,Sim,,,Sim,0,6,BELFAR,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898148296255,Produto,PRATIDERM 60G POMADA,"7,49","17,8",0,0,Unidade,Sim,,,Sim,0,0,PRATI,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896004726694,Produto,SUAVICID CREME BG 15G,"22,15","36,5",0,0,Unidade,Sim,,,Sim,0,0,LEGRAND,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898148293490,Produto,GEN ACET TRIANCINOLON POM BUCAL PDON,"3,95","8,5",0,0,Unidade,Sim,,,Sim,0,16,PRATI,,,,,Mercadoria para Revenda,30042099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898133139741,Produto,AFTLIV SOLUÇÃO,"7,9","15,8",0,0,Unidade,Sim,,,Sim,0,0,NATULAB,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896862940027,Produto,DIPIMED GTS C/10ML,"1,85","2,5",0,0,Unidade,Sim,,,Sim,0,676,MEDQUÍMICA,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896523211596,Produto,"COLUTOIDE - 0,3MG/G GEL BG 10G CAMOMILA","5,4","10,8",0,0,Unidade,Sim,,,Sim,0,0,CIMED,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898133130403,Produto,MAXALGINA GTS 10ML,"2,18",2,0,0,Unidade,Sim,,,Sim,0,38,NATULAB,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898133138751,Produto,MAXALGINA INFANTIL C/ SERINGA,"4,66","9,5",0,0,Unidade,Sim,,,Sim,0,6,NATULAB,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898133131028,Produto,MAXALGINA SUS PED 100ML,"3,22","7,8",0,0,Unidade,Sim,,,Sim,0,8,NATULAB,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896112136385,Produto,CETOPROFENO - 20MG GOTAS X 20ML TEUTO,"3,63","7,8",0,0,Unidade,Sim,,,Sim,0,5,TEUTO,,,,,Mercadoria para Revenda,30049029,,NACIONAL,1300100,,,,,CETOPROFENO - 20MG GOTAS X 20ML TEUTO,0,"7,8",0,0,0,0,,,,
7898133134753,Produto,KALONAT 10ML,"9,43","14,5",0,0,Unidade,Sim,,,Sim,0,3,NATULAB,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896523202860,Produto,PROBENXIL GTS 20ML CMD,3,6,0,0,Unidade,Sim,,,Sim,0,0,CIMED,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896112148593,Produto,GEN DICLOFENACO RESINATO GOTAS TEUTO,"4,88","6,5",0,0,Unidade,Sim,,,Sim,0,3,TEUTO,,,,,Mercadoria para Revenda,30049037,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896622304847,Produto,DRAMAVIT B6 GTS.,"5,38","7,9",0,0,Unidade,Sim,,,Sim,0,12,NEO QUIMICA,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898158692139,Produto,NAUSILON B6 GTS 200ML,"4,15","9,6",0,0,Unidade,Sim,,,Sim,0,2,CIFARMA,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896862940041,Produto,VOMISTOP GOTAS C/ 10ML,"2,79","2,8",0,0,Unidade,Sim,,,Sim,0,9,MEDQUÍMICA,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896714241104,Produto,ASSEPTCARE 30ML,"3,25","6,5",0,0,Unidade,Sim,,,Sim,0,-1,NEO QUIMICA,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896714231198,Produto,ASSEPTCARE 10MG SOL SPRAY FR 50ML,"7,71","9,9",0,0,Unidade,Sim,,,Sim,0,12,NEO QUIMICA,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7899095236400,Produto,IBUPROFENO - 100MG/ML GTS GEOLAB,"3,01","6,5",0,0,Unidade,Sim,,,Sim,0,24,GEOLAB,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,IBUPROFENO - 100MG/ML GTS GEOLAB,0,0,0,0,0,0,,,,
7896112133001,Produto,IBUPROFENO - 50MG SUS ORAL X 30ML,"1,79","5,5",0,0,Unidade,Sim,,,Sim,0,-1,TEUTO,,,,,Mercadoria para Revenda,30049029,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898133134234,Produto,IBUPROTRAT 50MG GTS 30ML FRAMB,"3,45","5,5",0,0,Unidade,Sim,,,Sim,0,17,NATULAB,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896112144632,Produto,NIMESULIX NIMESULIDA GTS 15ML - TEUTO,"2,2",5,0,0,Unidade,Sim,,,Sim,0,1,TEUTO,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896714231143,Produto,NEOSORO SOL.NASAL AD NEOQUIMICA,"3,03",6,0,0,Unidade,Sim,,,Sim,0,4,NEO QUIMICA,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,6,0,0,0,0,,,,
7896004803456,Produto,NARIDRIN ADULTO EMS,"5,68","10,6",0,0,Unidade,Sim,,,Sim,0,4,EMS,,,,,Mercadoria para Revenda,30043929,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896004714578,Produto,NARIDRIN 12 HORAS ADULTO EMS,"9,4","16,8",0,0,Unidade,Sim,,,Sim,0,5,EMS,,,,,Mercadoria para Revenda,30043929,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898148293681,Produto,GEN NISTATINA SUSP 50ML,"7,33","9,5",0,0,Unidade,Sim,,,Sim,0,5,PRATI,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898133130410,Produto,TYLEMAX GTS.,"2,99","7,5",0,0,Unidade,Sim,,,Sim,0,7,NATULAB,,,,,Mercadoria para Revenda,30049045,,NACIONAL,1300100,,,,,,0,"7,5",0,0,0,0,,,,
7898100242719,Produto,TYFLEN BEBE C/ 15ML,"4,58","9,6",0,0,Unidade,Sim,,,Sim,0,8,BRASTERÁPICA,,,,,Mercadoria para Revenda,30049045,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
